ugc,type,name,state
TNZ086,public,Northwest Monroe,TN
TNZ087,public,Southeast Monroe,TN
TNZ088,public,Shelby,TN
TNZ089,public,Fayette,TN
TNZ090,public,Hardeman,TN
TNZ091,public,McNairy,TN
TNZ092,public,Hardin,TN
TNZ093,public,Wayne,TN
TNZ094,public,Lawrence,TN
TNZ095,public,Giles,TN
TNZ096,public,Lincoln,TN
TNZ097,public,Franklin,TN
TNZ098,public,Marion,TN
TNZ099,public,Hamilton,TN
TNZ100,public,Bradley,TN
TNZ101,public,West Polk,TN
TNZ102,public,East Polk,TN
TXZ001,public,Dallam,TX
TXZ002,public,Sherman,TX
TXZ003,public,Hansford,TX
TXZ004,public,Ochiltree,TX
TXZ005,public,Lipscomb,TX
TXZ006,public,Hartley,TX
TXZ007,public,Moore,TX
TXZ008,public,Hutchinson,TX
TXZ009,public,Roberts,TX
TXZ010,public,Hemphill,TX
TXZ011,public,Oldham,TX
TXZ012,public,Potter,TX
TXZ013,public,Carson,TX
TXZ014,public,Gray,TX
TXZ015,public,Wheeler,TX
TXZ016,public,Deaf Smith,TX
TXZ017,public,Randall,TX
TXZ018,public,Armstrong,TX
TXZ019,public,Donley,TX
TXZ020,public,Collingsworth,TX
TXZ021,public,Parmer,TX
TXZ022,public,Castro,TX
TXZ023,public,Swisher,TX
TXZ024,public,Briscoe,TX
TXZ025,public,Hall,TX
TXZ026,public,Childress,TX
TXZ027,public,Bailey,TX
TXZ028,public,Lamb,TX
TXZ029,public,Hale,TX
TXZ030,public,Floyd,TX
TXZ031,public,Motley,TX
TXZ032,public,Cottle,TX
TXZ033,public,Cochran,TX
TXZ034,public,Hockley,TX
TXZ035,public,Lubbock,TX
TXZ036,public,Crosby,TX
TXZ037,public,Dickens,TX
TXZ038,public,King,TX
TXZ039,public,Yoakum,TX
TXZ040,public,Terry,TX
TXZ041,public,Lynn,TX
TXZ042,public,Garza,TX
TXZ043,public,Kent,TX
TXZ044,public,Stonewall,TX
TXZ045,public,Gaines,TX
TXZ046,public,Dawson,TX
TXZ047,public,Borden,TX
TXZ048,public,Scurry,TX
TXZ049,public,Fisher,TX
TXZ050,public,Andrews,TX
TXZ051,public,Martin,TX
TXZ052,public,Howard,TX
TXZ053,public,Mitchell,TX
TXZ054,public,Nolan,TX
TXZ059,public,Loving,TX
TXZ060,public,Winkler,TX
TXZ061,public,Ector,TX
TXZ062,public,Midland,TX
TXZ063,public,Glasscock,TX
TXZ064,public,Sterling,TX
TXZ065,public,Coke,TX
TXZ066,public,Runnels,TX
TXZ067,public,Ward,TX
TXZ068,public,Crane,TX
TXZ069,public,Upton,TX
TXZ070,public,Reagan,TX
TXZ071,public,Irion,TX
TXZ072,public,Tom Green,TX
TXZ073,public,Concho,TX
TXZ075,public,Pecos,TX
TXZ076,public,Crockett,TX
TXZ077,public,Schleicher,TX
TXZ078,public,Sutton,TX
TXZ082,public,Terrell,TX
TXZ083,public,Hardeman,TX
TXZ084,public,Foard,TX
TXZ085,public,Wilbarger,TX
TXZ086,public,Wichita,TX
TXZ087,public,Knox,TX
TXZ088,public,Baylor,TX
TXZ089,public,Archer,TX
TXZ090,public,Clay,TX
TXZ091,public,Montague,TX
TXZ092,public,Cooke,TX
TXZ093,public,Grayson,TX
TXZ094,public,Fannin,TX
TXZ095,public,Lamar,TX
TXZ096,public,Red River,TX
TXZ097,public,Bowie,TX
TXZ098,public,Haskell,TX
TXZ099,public,Throckmorton,TX
TXZ100,public,Young,TX
TXZ101,public,Jack,TX
TXZ102,public,Wise,TX
TXZ103,public,Denton,TX
TXZ104,public,Collin,TX
TXZ105,public,Hunt,TX
TXZ106,public,Delta,TX
TXZ107,public,Hopkins,TX
TXZ108,public,Franklin,TX
TXZ109,public,Titus,TX
TXZ110,public,Camp,TX
TXZ111,public,Morris,TX
TXZ112,public,Cass,TX
TXZ113,public,Jones,TX
TXZ114,public,Shackelford,TX
TXZ115,public,Stephens,TX
TXZ116,public,Palo Pinto,TX
TXZ117,public,Parker,TX
TXZ118,public,Tarrant,TX
TXZ119,public,Dallas,TX
TXZ120,public,Rockwall,TX
TXZ121,public,Kaufman,TX
TXZ122,public,Van Zandt,TX
TXZ123,public,Rains,TX
TXZ124,public,Wood,TX
TXZ125,public,Upshur,TX
TXZ126,public,Marion,TX
TXZ127,public,Taylor,TX
TXZ128,public,Callahan,TX
TXZ129,public,Eastland,TX
TXZ130,public,Erath,TX
TXZ131,public,Hood,TX
TXZ132,public,Somervell,TX
TXZ133,public,Johnson,TX
TXZ134,public,Ellis,TX
TXZ135,public,Henderson,TX
TXZ136,public,Smith,TX
TXZ137,public,Gregg,TX
TXZ138,public,Harrison,TX
TXZ139,public,Coleman,TX
TXZ140,public,Brown,TX
TXZ141,public,Comanche,TX
TXZ142,public,Mills,TX
TXZ143,public,Hamilton,TX
TXZ144,public,Bosque,TX
TXZ145,public,Hill,TX
TXZ146,public,Navarro,TX
TXZ147,public,Freestone,TX
TXZ148,public,Anderson,TX
TXZ149,public,Cherokee,TX
TXZ150,public,Rusk,TX
TXZ151,public,Panola,TX
TXZ152,public,Nacogdoches,TX
TXZ153,public,Shelby,TX
TXZ154,public,McCulloch,TX
TXZ155,public,San Saba,TX
TXZ156,public,Lampasas,TX
TXZ157,public,Coryell,TX
TXZ158,public,Bell,TX
TXZ159,public,McLennan,TX
TXZ160,public,Falls,TX
TXZ161,public,Limestone,TX
TXZ162,public,Leon,TX
TXZ163,public,Houston,TX
TXZ164,public,Trinity,TX
TXZ165,public,Angelina,TX
TXZ166,public,San Augustine,TX
TXZ167,public,Sabine,TX
TXZ168,public,Menard,TX
TXZ169,public,Kimble,TX
TXZ170,public,Mason,TX
TXZ171,public,Llano,TX
TXZ172,public,Burnet,TX
TXZ173,public,Williamson,TX
TXZ174,public,Milam,TX
TXZ175,public,Robertson,TX
TXZ176,public,Madison,TX
TXZ177,public,Walker,TX
TXZ178,public,San Jacinto,TX
TXZ179,public,Polk,TX
TXZ180,public,Tyler,TX
TXZ183,public,Val Verde,TX
TXZ184,public,Edwards,TX
TXZ185,public,Real,TX
TXZ186,public,Kerr,TX
TXZ187,public,Bandera,TX
TXZ188,public,Gillespie,TX
TXZ189,public,Kendall,TX
TXZ190,public,Blanco,TX
TXZ191,public,Hays,TX
TXZ192,public,Travis,TX
TXZ193,public,Bastrop,TX
TXZ194,public,Lee,TX
TXZ195,public,Burleson,TX
TXZ196,public,Brazos,TX
TXZ197,public,Washington,TX
TXZ198,public,Grimes,TX
TXZ199,public,Montgomery,TX
TXZ200,public,Northern Liberty,TX
TXZ201,public,Hardin,TX
TXZ202,public,Kinney,TX
TXZ203,public,Uvalde,TX
TXZ204,public,Medina,TX
TXZ205,public,Bexar,TX
TXZ206,public,Comal,TX
TXZ207,public,Guadalupe,TX
TXZ208,public,Caldwell,TX
TXZ209,public,Fayette,TX
TXZ210,public,Colorado,TX
TXZ211,public,Austin,TX
TXZ212,public,Waller,TX
TXZ213,public,Inland Harris,TX
TXZ214,public,Chambers,TX
TXZ215,public,Jefferson,TX
TXZ216,public,Orange,TX
TXZ217,public,Maverick,TX
TXZ218,public,Zavala,TX
TXZ219,public,Frio,TX
TXZ220,public,Atascosa,TX
TXZ221,public,Wilson,TX
TXZ222,public,Karnes,TX
TXZ223,public,Gonzales,TX
TXZ224,public,De Witt,TX
TXZ225,public,Lavaca,TX
TXZ226,public,Wharton,TX
TXZ227,public,Fort Bend,TX
TXZ228,public,Dimmit,TX
TXZ229,public,La Salle,TX
TXZ230,public,McMullen,TX
TXZ231,public,Live Oak,TX
TXZ232,public,Bee,TX
TXZ233,public,Goliad,TX
TXZ234,public,Victoria,TX
TXZ235,public,Inland Jackson,TX
TXZ236,public,Inland Matagorda,TX
TXZ237,public,Inland Brazoria,TX
TXZ238,public,Inland Galveston,TX
TXZ239,public,Webb,TX
TXZ240,public,Duval,TX
TXZ241,public,Jim Wells,TX
TXZ242,public,Inland Kleberg,TX
TXZ243,public,Inland Nueces,TX
TXZ244,public,Inland San Patricio,TX
TXZ245,public,Coastal Aransas,TX
TXZ246,public,Inland Refugio,TX
TXZ247,public,Inland Calhoun,TX
TXZ248,public,Zapata,TX
TXZ249,public,Jim Hogg,TX
TXZ250,public,Brooks,TX
TXZ251,public,Inland Kenedy,TX
TXZ252,public,Starr,TX
TXZ253,public,Southern Hidalgo,TX
TXZ254,public,Inland Willacy,TX
TXZ255,public,Inland Cameron,TX
TXZ259,public,Northern Jasper,TX
TXZ260,public,Northern Newton,TX
TXZ261,public,Southern Jasper,TX
TXZ262,public,Southern Newton,TX
TXZ270,public,Guadalupe Mountains Above 7000 Feet,TX
TXZ271,public,Guadalupe and Delaware Mountains,TX
TXZ272,public,Van Horn and Highway 54 Corridor,TX
TXZ273,public,Eastern Culberson County,TX
TXZ274,public,Reeves County Plains,TX
TXZ275,public,Chinati Mountains,TX
TXZ276,public,Marfa Plateau,TX
TXZ277,public,Davis Mountains,TX
TXZ278,public,Davis Mountains Foothills,TX
TXZ279,public,Central Brewster County,TX
TXZ280,public,Chisos Basin,TX
TXZ281,public,Presidio Valley,TX
TXZ282,public,Lower Brewster County,TX
TXZ300,public,Southern Liberty,TX
TXZ313,public,Coastal Harris,TX
TXZ317,public,Palo Duro Canyon,TX
TXZ335,public,Coastal Jackson,TX
TXZ336,public,Coastal Matagorda,TX
TXZ337,public,Coastal Brazoria,TX
TXZ338,public,Coastal Galveston,TX
TXZ342,public,Coastal Kleberg,TX
TXZ343,public,Coastal Nueces,TX
TXZ344,public,Coastal San Patricio,TX
TXZ345,public,Aransas Islands,TX
TXZ346,public,Coastal Refugio,TX
TXZ347,public,Coastal Calhoun,TX
TXZ351,public,Coastal Kenedy,TX
TXZ353,public,Northern Hidalgo,TX
TXZ354,public,Coastal Willacy,TX
TXZ355,public,Coastal Cameron,TX
TXZ418,public,Western El Paso County,TX
TXZ419,public,Eastern/Central El Paso County,TX
TXZ420,public,Northern Hudspeth Highlands/Hueco Mountains,TX
TXZ421,public,Salt Basin,TX
TXZ422,public,Southern Hudspeth Highlands,TX
TXZ423,public,Rio Grande Valley of Eastern El Paso/Western Hudspeth Counties,TX
TXZ424,public,Rio Grande Valley of Eastern Hudspeth County,TX
TXZ436,public,Matagorda Islands,TX
TXZ437,public,Brazoria Islands,TX
TXZ438,public,Galveston Island,TX
TXZ439,public,Bolivar Peninsula,TX
TXZ442,public,Kleberg Islands,TX
TXZ443,public,Nueces Islands,TX
TXZ447,public,Calhoun Islands,TX
TXZ451,public,Kenedy Island,TX
TXZ454,public,Willacy Island,TX
TXZ455,public,Cameron Island,TX
UTZ022,public,Southeast Utah,UT
UTZ023,public,Eastern Uinta Mountains,UT
UTZ024,public,Eastern Uinta Basin,UT
UTZ025,public,Tavaputs Plateau,UT
UTZ027,public,Arches/Grand Flat,UT
UTZ028,public,La Sal and Abajo Mountains,UT
UTZ029,public,Canyonlands/Natural Bridges,UT
UTZ101,public,Great Salt Lake Desert and Mountains,UT
UTZ102,public,Tooele and Rush Valleys,UT
UTZ103,public,Eastern Box Elder County,UT
UTZ104,public,Northern Wasatch Front,UT
UTZ105,public,Salt Lake Valley,UT
UTZ106,public,Utah Valley,UT
UTZ107,public,Cache Valley/Utah Portion,UT
UTZ108,public,Wasatch Back,UT
UTZ109,public,Bear Lake and Bear River Valley,UT
UTZ110,public,Wasatch Mountains I-80 North,UT
UTZ111,public,Wasatch Mountains South of I-80,UT
UTZ112,public,Western Uinta Mountains,UT
UTZ113,public,Wasatch Plateau/Book Cliffs,UT
UTZ114,public,Western Uinta Basin,UT
UTZ115,public,Western Millard and Juab Counties,UT
UTZ116,public,Eastern Juab/Millard Counties,UT
UTZ117,public,Central Mountains,UT
UTZ118,public,Sanpete Valley,UT
UTZ119,public,Sevier Valley,UT
UTZ120,public,Castle Country,UT
UTZ121,public,San Rafael Swell,UT
UTZ122,public,Southwest Utah,UT
UTZ123,public,Lower Washington County,UT
UTZ124,public,Zion National Park,UT
UTZ125,public,Southern Mountains,UT
UTZ126,public,Upper Sevier River Valleys,UT
UTZ127,public,Bryce Canyon Country,UT
UTZ128,public,South Central Utah,UT
UTZ129,public,Capitol Reef National Park and Vicinity,UT
UTZ130,public,Western Canyonlands,UT
UTZ131,public,Glen Canyon Recreation Area/Lake Powell,UT
VAZ001,public,Lee,VA
VAZ002,public,Wise,VA
VAZ003,public,Dickenson,VA
VAZ004,public,Buchanan,VA
VAZ005,public,Scott,VA
VAZ006,public,Russell,VA
VAZ007,public,Tazewell,VA
VAZ008,public,Washington,VA
VAZ009,public,Smyth,VA
VAZ010,public,Bland,VA
VAZ011,public,Giles,VA
VAZ012,public,Wythe,VA
VAZ013,public,Pulaski,VA
VAZ014,public,Montgomery,VA
VAZ015,public,Grayson,VA
VAZ016,public,Carroll,VA
VAZ017,public,Floyd,VA
VAZ018,public,Craig,VA
VAZ019,public,Alleghany,VA
VAZ020,public,Bath,VA
VAZ022,public,Roanoke,VA
VAZ023,public,Botetourt,VA
VAZ024,public,Rockbridge,VA
VAZ025,public,Augusta,VA
VAZ026,public,Rockingham,VA
VAZ027,public,Shenandoah,VA
VAZ028,public,Frederick,VA
VAZ029,public,Page,VA
VAZ030,public,Warren,VA
VAZ031,public,Clarke,VA
VAZ032,public,Patrick,VA
VAZ033,public,Franklin,VA
VAZ034,public,Bedford,VA
VAZ035,public,Amherst,VA
VAZ036,public,Nelson,VA
VAZ037,public,Albemarle,VA
VAZ038,public,Greene,VA
VAZ039,public,Madison,VA
VAZ040,public,Rappahannock,VA
VAZ043,public,Henry,VA
VAZ044,public,Pittsylvania,VA
VAZ045,public,Campbell,VA
VAZ046,public,Appomattox,VA
VAZ047,public,Buckingham,VA
VAZ048,public,Fluvanna,VA
VAZ050,public,Orange,VA
VAZ051,public,Culpeper,VA
VAZ052,public,Prince William/Manassas/Manassas Park,VA
VAZ053,public,Fairfax,VA
VAZ054,public,Arlington/Falls Church/Alexandria,VA
VAZ055,public,Stafford,VA
VAZ056,public,Spotsylvania,VA
VAZ057,public,King George,VA
VAZ058,public,Halifax,VA
VAZ059,public,Charlotte,VA
VAZ060,public,Prince Edward,VA
VAZ061,public,Cumberland,VA
VAZ062,public,Goochland,VA
VAZ064,public,Caroline,VA
VAZ065,public,Mecklenburg,VA
VAZ066,public,Lunenburg,VA
VAZ067,public,Nottoway,VA
VAZ068,public,Amelia,VA
VAZ069,public,Powhatan,VA
VAZ075,public,Westmoreland,VA
VAZ076,public,Richmond,VA
VAZ077,public,Northumberland,VA
VAZ078,public,Lancaster,VA
VAZ079,public,Brunswick,VA
VAZ080,public,Dinwiddie,VA
VAZ081,public,Prince George,VA
VAZ082,public,Charles City,VA
VAZ083,public,New Kent,VA
VAZ084,public,Gloucester,VA
VAZ085,public,Middlesex,VA
VAZ086,public,Mathews,VA
VAZ087,public,Greensville,VA
VAZ088,public,Sussex,VA
VAZ089,public,Surry,VA
VAZ090,public,James City,VA
VAZ092,public,Southampton,VA
VAZ093,public,Isle of Wight,VA
VAZ095,public,Norfolk/Portsmouth,VA
VAZ096,public,Suffolk,VA
VAZ097,public,Chesapeake,VA
VAZ098,public,Virginia Beach,VA
VAZ099,public,Accomack,VA
VAZ100,public,Northampton,VA
VAZ501,public,Northern Fauquier,VA
VAZ502,public,Southern Fauquier,VA
VAZ503,public,Western Highland,VA
VAZ504,public,Eastern Highland,VA
VAZ505,public,Western Loudoun,VA
VAZ506,public,Eastern Loudoun,VA
VAZ507,public,Northern Virginia Blue Ridge,VA
VAZ508,public,Central Virginia Blue Ridge,VA
VAZ509,public,Western Louisa,VA
VAZ510,public,Eastern Louisa,VA
VAZ511,public,Western Hanover,VA
VAZ512,public,Eastern Hanover,VA
VAZ513,public,Western Chesterfield,VA
VAZ514,public,Eastern Chesterfield (Including Col. Heights),VA
VAZ515,public,Western Henrico (Including the City of Richmond),VA
VAZ516,public,Eastern Henrico,VA
VAZ517,public,Western King William,VA
VAZ518,public,Eastern King William,VA
VAZ519,public,Western King and Queen,VA
VAZ520,public,Eastern King and Queen,VA
VAZ521,public,Western Essex,VA
VAZ522,public,Eastern Essex,VA
VAZ523,public,York,VA
VAZ524,public,Newport News,VA
VAZ525,public,Hampton/Poquoson,VA
VIZ001,public,St.Thomas...St. John.. and Adjacent Islands,VI
VIZ002,public,St Croix,VI
VTZ001,public,Grand Isle,VT
VTZ002,public,Western Franklin,VT
VTZ003,public,Orleans,VT
VTZ004,public,Essex,VT
VTZ005,public,Western Chittenden,VT
VTZ006,public,Lamoille,VT
VTZ007,public,Caledonia,VT
VTZ008,public,Washington,VT
VTZ009,public,Western Addison,VT
VTZ010,public,Orange,VT
VTZ011,public,Western Rutland,VT
VTZ013,public,Bennington,VT
VTZ014,public,Western Windham,VT
VTZ015,public,Eastern Windham,VT
VTZ016,public,Eastern Franklin,VT
VTZ017,public,Eastern Chittenden,VT
VTZ018,public,Eastern Addison,VT
VTZ019,public,Eastern Rutland,VT
VTZ020,public,Western Windsor,VT
VTZ021,public,Eastern Windsor,VT
WAZ001,public,San Juan County,WA
WAZ019,public,South Washington Cascades,WA
WAZ020,public,Willapa Hills,WA
WAZ021,public,South Washington Coast,WA
WAZ022,public,Lower Columbia and I - 5 Corridor in Cowlitz County,WA
WAZ024,public,Eastern Columbia River Gorge of Washington,WA
WAZ026,public,Kittitas Valley,WA
WAZ027,public,Yakima Valley,WA
WAZ028,public,Lower Columbia Basin of Washington,WA
WAZ029,public,Foothills of the Blue Mountains of Washington,WA
WAZ030,public,Northwest Blue Mountains,WA
WAZ031,public,Northeast Blue Mountains,WA
WAZ032,public,Lower Garfield and Asotin Counties,WA
WAZ033,public,Washington Palouse,WA
WAZ034,public,Moses Lake Area,WA
WAZ035,public,Upper Columbia Basin,WA
WAZ036,public,Spokane Area,WA
WAZ037,public,Northeast Mountains,WA
WAZ038,public,Okanogan Highlands,WA
WAZ039,public,Greater Vancouver Area,WA
WAZ040,public,South Washington Cascade Foothills,WA
WAZ041,public,Wenatchee Area,WA
WAZ043,public,Okanogan Valley,WA
WAZ044,public,Waterville Plateau,WA
WAZ045,public,Western Columbia River Gorge,WA
WAZ046,public,Central Columbia River Gorge,WA
WAZ047,public,Central Chelan County,WA
WAZ048,public,Western Chelan County,WA
WAZ049,public,Western Okanogan County,WA
WAZ503,public,Western Whatcom County,WA
WAZ504,public,Southwest Interior,WA
WAZ506,public,Western Skagit County,WA
WAZ507,public,Everett and Vicinity,WA
WAZ509,public,Tacoma Area,WA
WAZ510,public,Admiralty Inlet Area,WA
WAZ511,public,Hood Canal Area,WA
WAZ512,public,Lower Chehalis Valley Area,WA
WAZ513,public,Olympics,WA
WAZ514,public,Eastern Strait of Juan de Fuca,WA
WAZ515,public,Western Strait of Juan De Fuca,WA
WAZ516,public,North Coast,WA
WAZ517,public,Central Coast,WA
WAZ520,public,East Slopes of the Washington Cascades,WA
WAZ521,public,Simcoe Highlands,WA
WAZ555,public,East Puget Sound Lowlands,WA
WAZ556,public,Bellevue and Vicinity,WA
WAZ558,public,Seattle and Vicinity,WA
WAZ559,public,Bremerton and Vicinity,WA
WAZ567,public,West Slopes North Cascades and Passes,WA
WAZ568,public,West Slopes North Central Cascades and Passes,WA
WAZ569,public,West Slopes South Central Cascades and Passes,WA
WIZ001,public,Douglas,WI
WIZ002,public,Bayfield,WI
WIZ003,public,Ashland,WI
WIZ004,public,Iron,WI
WIZ005,public,Vilas,WI
WIZ006,public,Burnett,WI
WIZ007,public,Washburn,WI
WIZ008,public,Sawyer,WI
WIZ009,public,Price,WI
WIZ010,public,Oneida,WI
WIZ011,public,Forest,WI
WIZ012,public,Florence,WI
WIZ013,public,Northern Marinette County,WI
WIZ014,public,Polk,WI
WIZ015,public,Barron,WI
WIZ016,public,Rusk,WI
WIZ017,public,Taylor,WI
WIZ018,public,Lincoln,WI
WIZ019,public,Langlade,WI
WIZ020,public,Menominee,WI
WIZ021,public,Northern Oconto County,WI
WIZ022,public,Door,WI
WIZ023,public,St. Croix,WI
WIZ024,public,Pierce,WI
WIZ025,public,Dunn,WI
WIZ026,public,Pepin,WI
WIZ027,public,Chippewa,WI
WIZ028,public,Eau Claire,WI
WIZ029,public,Clark,WI
WIZ030,public,Marathon,WI
WIZ031,public,Shawano,WI
WIZ032,public,Buffalo,WI
WIZ033,public,Trempealeau,WI
WIZ034,public,Jackson,WI
WIZ035,public,Wood,WI
WIZ036,public,Portage,WI
WIZ037,public,Waupaca,WI
WIZ038,public,Outagamie,WI
WIZ039,public,Brown,WI
WIZ040,public,Kewaunee,WI
WIZ041,public,La Crosse,WI
WIZ042,public,Monroe,WI
WIZ043,public,Juneau,WI
WIZ044,public,Adams,WI
WIZ045,public,Waushara,WI
WIZ046,public,Marquette,WI
WIZ047,public,Green Lake,WI
WIZ048,public,Winnebago,WI
WIZ049,public,Calumet,WI
WIZ050,public,Manitowoc,WI
WIZ051,public,Fond Du Lac,WI
WIZ052,public,Sheboygan,WI
WIZ053,public,Vernon,WI
WIZ054,public,Crawford,WI
WIZ055,public,Richland,WI
WIZ056,public,Sauk,WI
WIZ057,public,Columbia,WI
WIZ058,public,Dodge,WI
WIZ059,public,Washington,WI
WIZ060,public,Ozaukee,WI
WIZ061,public,Grant,WI
WIZ062,public,Iowa,WI
WIZ063,public,Dane,WI
WIZ064,public,Jefferson,WI
WIZ065,public,Waukesha,WI
WIZ066,public,Milwaukee,WI
WIZ067,public,Lafayette,WI
WIZ068,public,Green,WI
WIZ069,public,Rock,WI
WIZ070,public,Walworth,WI
WIZ071,public,Racine,WI
WIZ072,public,Kenosha,WI
WIZ073,public,Southern Marinette County,WI
WIZ074,public,Southern Oconto County,WI
WVZ001,public,Hancock,WV
WVZ002,public,Brooke,WV
WVZ003,public,Ohio,WV
WVZ004,public,Marshall,WV
WVZ005,public,Wayne,WV
WVZ006,public,Cabell,WV
WVZ007,public,Mason,WV
WVZ008,public,Jackson,WV
WVZ009,public,Wood,WV
WVZ010,public,Pleasants,WV
WVZ011,public,Tyler,WV
WVZ012,public,Wetzel,WV
WVZ013,public,Lincoln,WV
WVZ014,public,Putnam,WV
WVZ015,public,Kanawha,WV
WVZ016,public,Roane,WV
WVZ017,public,Wirt,WV
WVZ018,public,Calhoun,WV
WVZ019,public,Ritchie,WV
WVZ020,public,Doddridge,WV
WVZ021,public,Marion,WV
WVZ024,public,Mingo,WV
WVZ025,public,Logan,WV
WVZ026,public,Boone,WV
WVZ027,public,Clay,WV
WVZ028,public,Braxton,WV
WVZ029,public,Gilmer,WV
WVZ030,public,Lewis,WV
WVZ031,public,Harrison,WV
WVZ032,public,Taylor,WV
WVZ033,public,McDowell,WV
WVZ034,public,Wyoming,WV
WVZ039,public,Upshur,WV
WVZ040,public,Barbour,WV
WVZ042,public,Mercer,WV
WVZ043,public,Summers,WV
WVZ044,public,Monroe,WV
WVZ050,public,Hampshire,WV
WVZ051,public,Morgan,WV
WVZ052,public,Berkeley,WV
WVZ053,public,Jefferson,WV
WVZ055,public,Hardy,WV
WVZ501,public,Western Grant,WV
WVZ502,public,Eastern Grant,WV
WVZ503,public,Western Mineral,WV
WVZ504,public,Eastern Mineral,WV
WVZ505,public,Western Pendleton,WV
WVZ506,public,Eastern Pendleton,WV
WVZ507,public,Eastern Greenbrier,WV
WVZ508,public,Western Greenbrier,WV
WVZ509,public,Monongalia,WV
WVZ510,public,Ridges of Eastern Monongalia and Northwestern Preston,WV
WVZ511,public,Preston,WV
WVZ512,public,Eastern Preston,WV
WVZ513,public,Western Tucker,WV
WVZ514,public,Eastern Tucker,WV
WVZ515,public,Northwest Raleigh,WV
WVZ516,public,Southeast Raleigh,WV
WVZ517,public,Northwest Fayette,WV
WVZ518,public,Southeast Fayette,WV
WVZ519,public,Northwest Nicholas,WV
WVZ520,public,Southeast Nicholas,WV
WVZ521,public,Northwest Webster,WV
WVZ522,public,Southeast Webster,WV
WVZ523,public,Northwest Pocahontas,WV
WVZ524,public,Southeast Pocahontas,WV
WVZ525,public,Northwest Randolph,WV
WVZ526,public,Southeast Randolph,WV
WYZ001,public,Yellowstone National Park,WY
WYZ002,public,Absaroka Mountains,WY
WYZ003,public,Cody Foothills,WY
WYZ004,public,North Big Horn Basin,WY
WYZ005,public,Southwest Big Horn Basin,WY
WYZ006,public,Southeast Big Horn Basin,WY
WYZ007,public,Owl Creek and Bridger Mountains,WY
WYZ008,public,Bighorn Mountains West,WY
WYZ009,public,Bighorn Mountains Southeast,WY
WYZ010,public,Northeast Johnson County,WY
WYZ011,public,Southeast Johnson County,WY
WYZ012,public,Teton and Gros Ventre Mountains,WY
WYZ013,public,Jackson Hole,WY
WYZ014,public,Wind River Mountains West,WY
WYZ015,public,Wind River Mountains East,WY
WYZ016,public,Upper Wind River Basin,WY
WYZ017,public,Wind River Basin,WY
WYZ018,public,Lander Foothills,WY
WYZ019,public,Green Mountains and Rattlesnake Range,WY
WYZ020,public,Natrona County Lower Elevations,WY
WYZ021,public,Southwest Wyoming,WY
WYZ022,public,Casper Mountain,WY
WYZ023,public,Star Valley,WY
WYZ024,public,Salt River and Wyoming Ranges,WY
WYZ025,public,Upper Green River Basin Foothills,WY
WYZ026,public,Upper Green River Basin,WY
WYZ027,public,South Lincoln County,WY
WYZ028,public,Rock Springs and Green River,WY
WYZ029,public,Flaming Gorge,WY
WYZ030,public,East Sweetwater County,WY
WYZ054,public,Northern Campbell,WY
WYZ055,public,Southern Campbell,WY
WYZ056,public,Western Crook,WY
WYZ057,public,Wyoming Black Hills,WY
WYZ058,public,Weston,WY
WYZ071,public,Northeastern Crook,WY
WYZ101,public,Converse County Lower Elevations,WY
WYZ102,public,Niobrara County,WY
WYZ103,public,North Laramie Range,WY
WYZ104,public,Ferris/Seminoe/Shirley Mountains,WY
WYZ105,public,Shirley Basin,WY
WYZ106,public,Central Laramie Range and Southwest Platte County,WY
WYZ107,public,East Platte County,WY
WYZ108,public,Goshen County,WY
WYZ109,public,Central Carbon County,WY
WYZ110,public,North Snowy Range Foothills,WY
WYZ111,public,Southwest Carbon County,WY
WYZ112,public,Sierra Madre Range,WY
WYZ113,public,Upper North Platte River Basin,WY
WYZ114,public,Snowy Range,WY
WYZ115,public,Laramie Valley,WY
WYZ116,public,South Laramie Range,WY
WYZ117,public,South Laramie Range Foothills,WY
WYZ118,public,Central Laramie County,WY
WYZ119,public,East Laramie County,WY
WYZ198,public,Northeast Bighorn Mountains,WY
WYZ199,public,Sheridan Foothills,WY
AKC013,county,Aleutians East,AK
AKC016,county,Aleutians West,AK
AKC020,county,Anchorage,AK
AKC050,county,Bethel,AK
AKC060,county,Bristol Bay,AK
AKC063,county,Chugach,AK
AKC066,county,Copper River,AK
AKC068,county,Denali,AK
AKC070,county,Dillingham,AK
AKC090,county,Fairbanks North Star,AK
AKC100,county,Haines,AK
AKC105,county,Hoonah-Angoon,AK
AKC110,county,Juneau,AK
AKC122,county,Kenai Peninsula,AK
AKC130,county,Ketchikan Gateway,AK
AKC150,county,Kodiak Island,AK
AKC158,county,Kusilvak,AK
AKC164,county,Lake and Peninsula,AK
AKC170,county,Matanuska-Susitna,AK
AKC180,county,Nome,AK
AKC185,county,North Slope,AK
AKC188,county,Northwest Arctic,AK
AKC195,county,Petersburg Borough,AK
AKC198,county,Prince of Wales-Hyder,AK
AKC220,county,Sitka,AK
AKC230,county,Skagway,AK
AKC240,county,Southeast Fairbanks,AK
AKC275,county,Wrangell,AK
AKC282,county,Yakutat,AK
AKC290,county,Yukon-Koyukuk,AK
ALC001,county,Autauga,AL
ALC003,county,Baldwin,AL
ALC005,county,Barbour,AL
ALC007,county,Bibb,AL
ALC009,county,Blount,AL
ALC011,county,Bullock,AL
ALC013,county,Butler,AL
ALC015,county,Calhoun,AL
ALC017,county,Chambers,AL
